record_id,work_date,month,week_start,shift,department,employee_count,labor_hours,units_picked,orders_picked,accurate_orders,quality_defects,safety_incidents
989,2026-03-07,2026-03,2026-03-02,Night,Sort,23,203.98,54740,14841,14760,95,0
990,2026-03-07,2026-03,2026-03-02,Weekend,Sort,34,312.1,75961,28121,27990,171,0
991,2026-03-08,2026-03,2026-03-02,Day,Pick,26,253.4,88622,33408,33191,243,0
992,2026-03-08,2026-03,2026-03-02,Night,Pick,26,242.59,72644,29482,29258,185,0
993,2026-03-08,2026-03,2026-03-02,Weekend,Pick,35,347.74,102749,29550,29164,205,0
994,2026-03-08,2026-03,2026-03-02,Day,Pack,19,175.68,43062,14610,14470,99,0
995,2026-03-08,2026-03,2026-03-02,Night,Pack,32,289.34,73060,24547,24386,164,0
996,2026-03-08,2026-03,2026-03-02,Weekend,Pack,21,189.62,41431,15607,15547,89,0
997,2026-03-08,2026-03,2026-03-02,Day,Stow,36,360.13,85677,27341,27075,286,0
998,2026-03-08,2026-03,2026-03-02,Night,Stow,31,311.76,65013,21693,21330,190,0
999,2026-03-08,2026-03,2026-03-02,Weekend,Stow,39,336.16,68087,18469,18161,198,0
1000,2026-03-08,2026-03,2026-03-02,Day,Receive,32,316.65,65911,22522,22345,200,1
1001,2026-03-08,2026-03,2026-03-02,Night,Receive,19,182.04,37144,13657,13525,122,0
1002,2026-03-08,2026-03,2026-03-02,Weekend,Receive,36,310.78,59266,17018,16793,202,0
1003,2026-03-08,2026-03,2026-03-02,Day,Sort,35,353.97,99607,35095,34706,291,0
1004,2026-03-08,2026-03,2026-03-02,Night,Sort,20,168.74,42877,15196,15055,106,0
1005,2026-03-08,2026-03,2026-03-02,Weekend,Sort,22,189.58,48141,16648,16547,95,0
1006,2026-03-09,2026-03,2026-03-09,Day,Pick,22,199.02,59944,21501,21245,148,0
1007,2026-03-09,2026-03,2026-03-09,Night,Pick,26,244.75,73121,21441,21291,201,0
1008,2026-03-09,2026-03,2026-03-09,Weekend,Pick,31,265.59,76495,20359,20194,214,0
1009,2026-03-09,2026-03,2026-03-09,Day,Pack,33,308.52,82631,35398,35159,112,0
1010,2026-03-09,2026-03,2026-03-09,Night,Pack,27,234.02,53135,14579,14524,99,0
1011,2026-03-09,2026-03,2026-03-09,Weekend,Pack,19,178.44,44280,14655,14561,77,0
1012,2026-03-09,2026-03,2026-03-09,Day,Stow,41,386.35,86501,33170,32611,284,0
1013,2026-03-09,2026-03,2026-03-09,Night,Stow,39,360.09,82742,23316,22916,257,0
1014,2026-03-09,2026-03,2026-03-09,Weekend,Stow,28,264.8,54436,16635,16427,152,0
1015,2026-03-09,2026-03,2026-03-09,Day,Receive,23,201.94,37759,10012,9878,120,0
1016,2026-03-09,2026-03,2026-03-09,Night,Receive,18,151.39,26599,10748,10622,86,0
1017,2026-03-09,2026-03,2026-03-09,Weekend,Receive,41,388.82,69430,21768,21600,182,0
1018,2026-03-09,2026-03,2026-03-09,Day,Sort,40,384.61,116654,49848,49279,211,0
1019,2026-03-09,2026-03,2026-03-09,Night,Sort,40,405.88,115885,45718,45384,286,0
1020,2026-03-09,2026-03,2026-03-09,Weekend,Sort,38,377.9,96791,41403,41140,170,0
1021,2026-03-10,2026-03,2026-03-09,Day,Pick,21,182.68,55624,16733,16636,140,0
1022,2026-03-10,2026-03,2026-03-09,Night,Pick,36,318.12,92816,26315,26042,213,0
1023,2026-03-10,2026-03,2026-03-09,Weekend,Pick,40,367.09,103876,34705,34397,305,0
1024,2026-03-10,2026-03,2026-03-09,Day,Pack,19,176.27,45877,14584,14502,94,0
1025,2026-03-10,2026-03,2026-03-09,Night,Pack,33,290.98,65211,29237,29065,124,0
1026,2026-03-10,2026-03,2026-03-09,Weekend,Pack,38,347.73,79875,26699,26619,133,0
1027,2026-03-10,2026-03,2026-03-09,Day,Stow,18,156.43,38142,12926,12745,126,0
1028,2026-03-10,2026-03,2026-03-09,Night,Stow,39,351.41,78202,22041,21771,197,0
1029,2026-03-10,2026-03,2026-03-09,Weekend,Stow,40,364.11,74335,20058,19812,222,0
1030,2026-03-10,2026-03,2026-03-09,Day,Receive,23,218.94,42567,12524,12397,93,0
1031,2026-03-10,2026-03,2026-03-09,Night,Receive,37,343.58,68267,18406,18193,163,0
1032,2026-03-10,2026-03,2026-03-09,Weekend,Receive,18,162.82,27890,8495,8375,98,0
1033,2026-03-10,2026-03,2026-03-09,Day,Sort,20,180.16,48203,18809,18658,108,0
1034,2026-03-10,2026-03,2026-03-09,Night,Sort,29,283.76,79800,25815,25677,220,0
1035,2026-03-10,2026-03,2026-03-09,Weekend,Sort,37,355.39,93756,25459,25230,206,0
1036,2026-03-11,2026-03,2026-03-09,Day,Pick,21,213.24,72775,22918,22766,139,0
1037,2026-03-11,2026-03,2026-03-09,Night,Pick,34,292.05,90546,25198,25041,182,0
1038,2026-03-11,2026-03,2026-03-09,Weekend,Pick,32,312.69,89820,25000,24693,210,0
1039,2026-03-11,2026-03,2026-03-09,Day,Pack,21,208.48,53799,18777,18695,83,0
1040,2026-03-11,2026-03,2026-03-09,Night,Pack,28,249.65,57159,21770,21666,100,0
1041,2026-03-11,2026-03,2026-03-09,Weekend,Pack,25,216.82,52328,18203,18045,115,0
1042,2026-03-11,2026-03,2026-03-09,Day,Stow,31,310.51,78667,25998,25685,331,0
1043,2026-03-11,2026-03,2026-03-09,Night,Stow,42,353.55,81518,21974,21604,236,0
1044,2026-03-11,2026-03,2026-03-09,Weekend,Stow,23,211.17,42926,18999,18807,110,0
1045,2026-03-11,2026-03,2026-03-09,Day,Receive,38,386.24,82359,22869,22692,224,0
1046,2026-03-11,2026-03,2026-03-09,Night,Receive,40,375.86,68435,20197,20031,135,0
1047,2026-03-11,2026-03,2026-03-09,Weekend,Receive,34,322.96,54133,19019,18822,194,0
1048,2026-03-11,2026-03,2026-03-09,Day,Sort,37,354.23,105474,29134,28952,223,0
1049,2026-03-11,2026-03,2026-03-09,Night,Sort,27,230.9,62340,22075,21926,174,0
1050,2026-03-11,2026-03,2026-03-09,Weekend,Sort,35,311.89,73518,23847,23648,193,0
1051,2026-03-12,2026-03,2026-03-09,Day,Pick,18,180.05,58902,22534,22380,132,0
1052,2026-03-12,2026-03,2026-03-09,Night,Pick,34,292.36,81555,29160,28913,190,0
1053,2026-03-12,2026-03,2026-03-09,Weekend,Pick,38,383.59,109201,35046,34574,251,0
1054,2026-03-12,2026-03,2026-03-09,Day,Pack,41,417.39,110189,30347,30181,208,0
1055,2026-03-12,2026-03,2026-03-09,Night,Pack,29,259.22,64977,18543,18433,93,0
1056,2026-03-12,2026-03,2026-03-09,Weekend,Pack,41,362.68,81115,25901,25800,136,0
1057,2026-03-12,2026-03,2026-03-09,Day,Stow,40,366.65,84543,36013,35505,212,0
1058,2026-03-12,2026-03,2026-03-09,Night,Stow,20,181.29,39804,12672,12503,122,0
1059,2026-03-12,2026-03,2026-03-09,Weekend,Stow,33,315.01,71122,21536,21322,268,0
1060,2026-03-12,2026-03,2026-03-09,Day,Receive,23,199.18,37597,11264,11101,122,0
1061,2026-03-12,2026-03,2026-03-09,Night,Receive,21,202.65,37938,16845,16605,113,0
1062,2026-03-12,2026-03,2026-03-09,Weekend,Receive,21,199.14,35059,14648,14488,71,0
1063,2026-03-12,2026-03,2026-03-09,Day,Sort,29,259.52,72935,27313,26978,127,0
1064,2026-03-12,2026-03,2026-03-09,Night,Sort,31,263.11,75571,20862,20637,205,0
1065,2026-03-12,2026-03,2026-03-09,Weekend,Sort,21,197.1,46232,20353,20177,92,0
1066,2026-03-13,2026-03,2026-03-09,Day,Pick,28,274.58,88789,26488,26259,265,0
1067,2026-03-13,2026-03,2026-03-09,Night,Pick,32,312.67,97575,40016,39709,185,0
1068,2026-03-13,2026-03,2026-03-09,Weekend,Pick,37,338.08,92471,32645,32346,306,0
1069,2026-03-13,2026-03,2026-03-09,Day,Pack,41,364.87,88149,35760,35392,176,0
1070,2026-03-13,2026-03,2026-03-09,Night,Pack,27,254.07,57641,18624,18457,114,0
1071,2026-03-13,2026-03,2026-03-09,Weekend,Pack,19,192.34,44568,13105,13020,57,0
1072,2026-03-13,2026-03,2026-03-09,Day,Stow,35,305.32,65341,18891,18597,242,0
1073,2026-03-13,2026-03,2026-03-09,Night,Stow,32,273.68,60165,22179,21895,196,0
1074,2026-03-13,2026-03,2026-03-09,Weekend,Stow,28,257.23,52496,14682,14462,146,0
1075,2026-03-13,2026-03,2026-03-09,Day,Receive,21,196.88,38298,15367,15223,86,0
1076,2026-03-13,2026-03,2026-03-09,Night,Receive,39,339.48,65387,24035,23668,135,0
1077,2026-03-13,2026-03,2026-03-09,Weekend,Receive,28,242.38,46454,17780,17638,167,0
1078,2026-03-13,2026-03,2026-03-09,Day,Sort,25,243.85,71201,23823,23669,149,0
1079,2026-03-13,2026-03,2026-03-09,Night,Sort,19,170.49,46159,20028,19782,113,0
1080,2026-03-13,2026-03,2026-03-09,Weekend,Sort,18,159.92,44071,13436,13295,103,0
1081,2026-03-14,2026-03,2026-03-09,Day,Pick,27,254.42,81834,23026,22807,247,0
1082,2026-03-14,2026-03,2026-03-09,Night,Pick,35,356.07,113349,37041,36667,366,0
1083,2026-03-14,2026-03,2026-03-09,Weekend,Pick,18,177.53,55244,17301,17158,112,0
1084,2026-03-14,2026-03,2026-03-09,Day,Pack,33,293.43,73128,22241,22185,164,0
1085,2026-03-14,2026-03,2026-03-09,Night,Pack,34,302.82,69200,22655,22430,94,0
1086,2026-03-14,2026-03,2026-03-09,Weekend,Pack,22,213.51,53706,14897,14766,99,0
1087,2026-03-14,2026-03,2026-03-09,Day,Stow,39,393.97,94549,25096,24799,265,0
1088,2026-03-14,2026-03,2026-03-09,Night,Stow,28,252.42,54760,17333,17032,201,0
1089,2026-03-14,2026-03,2026-03-09,Weekend,Stow,18,170.92,32264,14564,14329,110,0
1090,2026-03-14,2026-03,2026-03-09,Day,Receive,33,322.49,65701,18990,18794,138,0
1091,2026-03-14,2026-03,2026-03-09,Night,Receive,39,358.85,63133,16812,16602,193,0
1092,2026-03-14,2026-03,2026-03-09,Weekend,Receive,42,414.18,80592,33585,33164,186,1
1093,2026-03-14,2026-03,2026-03-09,Day,Sort,41,345.86,95530,26000,25749,159,0
1094,2026-03-14,2026-03,2026-03-09,Night,Sort,27,266.09,67779,17987,17901,108,0
1095,2026-03-14,2026-03,2026-03-09,Weekend,Sort,40,386.9,93260,37100,36880,196,0
1096,2026-03-15,2026-03,2026-03-09,Day,Pick,36,334.82,102304,40758,40449,291,0
1097,2026-03-15,2026-03,2026-03-09,Night,Pick,23,195.91,55378,24035,23760,148,0
1098,2026-03-15,2026-03,2026-03-09,Weekend,Pick,34,330.21,91026,25596,25255,303,0
1099,2026-03-15,2026-03,2026-03-09,Day,Pack,37,327.64,86412,29530,29442,174,0
1100,2026-03-15,2026-03,2026-03-09,Night,Pack,19,188.8,44482,12527,12436,62,0
1101,2026-03-15,2026-03,2026-03-09,Weekend,Pack,33,298.67,72150,19964,19790,114,0
1102,2026-03-15,2026-03,2026-03-09,Day,Stow,32,287.02,65936,24104,23852,258,0
1103,2026-03-15,2026-03,2026-03-09,Night,Stow,25,254.01,54746,23607,23241,141,0
1104,2026-03-15,2026-03,2026-03-09,Weekend,Stow,38,361.97,68646,23744,23333,268,0
1105,2026-03-15,2026-03,2026-03-09,Day,Receive,26,229.97,46311,12402,12292,160,0
1106,2026-03-15,2026-03,2026-03-09,Night,Receive,25,252.46,50010,15671,15524,155,0
1107,2026-03-15,2026-03,2026-03-09,Weekend,Receive,20,203.08,39077,13937,13820,126,0
1108,2026-03-15,2026-03,2026-03-09,Day,Sort,19,191.03,54355,20264,20112,89,0
1109,2026-03-15,2026-03,2026-03-09,Night,Sort,35,297.29,84750,29813,29588,180,0
1110,2026-03-15,2026-03,2026-03-09,Weekend,Sort,39,371.41,93679,31834,31545,227,0
1111,2026-03-16,2026-03,2026-03-16,Day,Pick,38,383.33,130852,44712,44226,270,0
1112,2026-03-16,2026-03,2026-03-16,Night,Pick,37,358.31,110364,31130,30935,216,0
1113,2026-03-16,2026-03,2026-03-16,Weekend,Pick,29,265.58,79395,27270,26955,242,0
1114,2026-03-16,2026-03,2026-03-16,Day,Pack,27,255.21,66745,20583,20426,130,0
1115,2026-03-16,2026-03,2026-03-16,Night,Pack,22,190.64,44795,16297,16174,57,0
1116,2026-03-16,2026-03,2026-03-16,Weekend,Pack,39,337.75,74271,21156,21029,98,0
1117,2026-03-16,2026-03,2026-03-16,Day,Stow,24,229.27,50828,22009,21657,164,0
1118,2026-03-16,2026-03,2026-03-16,Night,Stow,32,303.35,64273,20564,20363,226,0
1119,2026-03-16,2026-03,2026-03-16,Weekend,Stow,23,197.54,43714,11954,11792,182,0
1120,2026-03-16,2026-03,2026-03-16,Day,Receive,40,352.58,72933,28242,27970,269,0
1121,2026-03-16,2026-03,2026-03-16,Night,Receive,41,372.14,68972,19585,19282,136,0
1122,2026-03-16,2026-03,2026-03-16,Weekend,Receive,35,301.26,51891,20665,20442,174,0
1123,2026-03-16,2026-03,2026-03-16,Day,Sort,18,157.65,43569,17084,16906,78,0
1124,2026-03-16,2026-03,2026-03-16,Night,Sort,25,218.03,53437,15059,14980,84,0
1125,2026-03-16,2026-03,2026-03-16,Weekend,Sort,30,287.36,78160,28511,28203,171,0
1126,2026-03-17,2026-03,2026-03-16,Day,Pick,29,278.1,97503,25908,25765,310,0
1127,2026-03-17,2026-03,2026-03-16,Night,Pick,20,172.27,55783,23153,22876,146,0
1128,2026-03-17,2026-03,2026-03-16,Weekend,Pick,28,265.42,82811,31958,31538,228,0
1129,2026-03-17,2026-03,2026-03-16,Day,Pack,35,312.53,76386,29430,29269,121,0
1130,2026-03-17,2026-03,2026-03-16,Night,Pack,34,344.87,89753,35409,35060,163,0
1131,2026-03-17,2026-03,2026-03-16,Weekend,Pack,20,174.03,39358,10897,10848,67,0
1132,2026-03-17,2026-03,2026-03-16,Day,Stow,23,206.52,47288,14281,14113,155,0
1133,2026-03-17,2026-03,2026-03-16,Night,Stow,30,286.46,65872,20334,20012,270,0
1134,2026-03-17,2026-03,2026-03-16,Weekend,Stow,25,227.82,45568,12581,12418,191,0
1135,2026-03-17,2026-03,2026-03-16,Day,Receive,35,299.34,63312,23694,23425,151,0
1136,2026-03-17,2026-03,2026-03-16,Night,Receive,34,323.61,60261,20441,20191,206,0
1137,2026-03-17,2026-03,2026-03-16,Weekend,Receive,30,253.33,44870,17093,16838,162,0
1138,2026-03-17,2026-03,2026-03-16,Day,Sort,34,316.98,93502,27044,26906,157,0
1139,2026-03-17,2026-03,2026-03-16,Night,Sort,19,178.27,46380,14140,13992,121,0
1140,2026-03-17,2026-03,2026-03-16,Weekend,Sort,26,227.32,58905,24335,24197,151,0
1141,2026-03-18,2026-03,2026-03-16,Day,Pick,26,218.8,68504,19485,19344,165,0
1142,2026-03-18,2026-03,2026-03-16,Night,Pick,36,351.51,97133,29919,29752,320,0
1143,2026-03-18,2026-03,2026-03-16,Weekend,Pick,25,220.21,66112,22342,22133,200,0
1144,2026-03-18,2026-03,2026-03-16,Day,Pack,41,404.5,102514,43858,43694,181,0
1145,2026-03-18,2026-03,2026-03-16,Night,Pack,31,272.09,65619,21212,21053,127,0
1146,2026-03-18,2026-03,2026-03-16,Weekend,Pack,41,345.11,84106,23793,23608,147,0
1147,2026-03-18,2026-03,2026-03-16,Day,Stow,30,293.19,71048,26516,26176,243,0
1148,2026-03-18,2026-03,2026-03-16,Night,Stow,22,190.89,45111,16534,16328,158,0
1149,2026-03-18,2026-03,2026-03-16,Weekend,Stow,30,304.93,59834,21180,20900,157,0
1150,2026-03-18,2026-03,2026-03-16,Day,Receive,36,364.73,75648,28149,27751,241,0
1151,2026-03-18,2026-03,2026-03-16,Night,Receive,40,379.44,65511,26013,25799,174,0
1152,2026-03-18,2026-03,2026-03-16,Weekend,Receive,27,258.86,42747,18651,18439,97,0
1153,2026-03-18,2026-03,2026-03-16,Day,Sort,31,282.22,88302,36691,36355,230,0
1154,2026-03-18,2026-03,2026-03-16,Night,Sort,24,207.21,52627,18200,18076,117,0
1155,2026-03-18,2026-03,2026-03-16,Weekend,Sort,27,255.35,64981,19717,19514,101,0
1156,2026-03-19,2026-03,2026-03-16,Day,Pick,20,197.68,65422,25211,24937,175,0
1157,2026-03-19,2026-03,2026-03-16,Night,Pick,32,301.99,95394,35854,35623,238,0
1158,2026-03-19,2026-03,2026-03-16,Weekend,Pick,40,393.05,110723,31478,31267,268,0
1159,2026-03-19,2026-03,2026-03-16,Day,Pack,37,359.63,93122,25462,25232,179,0
1160,2026-03-19,2026-03,2026-03-16,Night,Pack,19,167.8,43558,16511,16421,70,0
1161,2026-03-19,2026-03,2026-03-16,Weekend,Pack,40,388.31,96115,26304,26114,207,0
1162,2026-03-19,2026-03,2026-03-16,Day,Stow,29,247.6,53887,15727,15493,171,0
1163,2026-03-19,2026-03,2026-03-16,Night,Stow,34,288.33,57639,17888,17672,184,0
1164,2026-03-19,2026-03,2026-03-16,Weekend,Stow,30,298.21,60657,27358,26904,252,0
1165,2026-03-19,2026-03,2026-03-16,Day,Receive,41,378.66,76086,32626,32292,248,0
1166,2026-03-19,2026-03,2026-03-16,Night,Receive,33,325.93,65293,26403,25998,140,0
1167,2026-03-19,2026-03,2026-03-16,Weekend,Receive,35,340.71,57346,17514,17244,141,0
1168,2026-03-19,2026-03,2026-03-16,Day,Sort,23,202.17,53260,16237,16062,135,0
1169,2026-03-19,2026-03,2026-03-16,Night,Sort,34,324.83,90508,24898,24665,179,0
1170,2026-03-19,2026-03,2026-03-16,Weekend,Sort,18,152.78,38003,15064,14906,108,0
1171,2026-03-20,2026-03,2026-03-16,Day,Pick,18,164.86,58266,21270,21016,165,0
1172,2026-03-20,2026-03,2026-03-16,Night,Pick,21,206.52,66288,26852,26525,161,0
1173,2026-03-20,2026-03,2026-03-16,Weekend,Pick,28,251.46,73903,23098,22959,177,0
1174,2026-03-20,2026-03,2026-03-16,Day,Pack,25,219.62,55823,22529,22365,91,0
1175,2026-03-20,2026-03,2026-03-16,Night,Pack,32,281.48,70446,26628,26481,92,0
1176,2026-03-20,2026-03,2026-03-16,Weekend,Pack,31,277.23,65125,17261,17094,123,0
1177,2026-03-20,2026-03,2026-03-16,Day,Stow,36,313.51,79522,25167,24924,293,0
1178,2026-03-20,2026-03,2026-03-16,Night,Stow,42,405.25,85878,26699,26421,249,0
1179,2026-03-20,2026-03,2026-03-16,Weekend,Stow,33,281.21,53223,14544,14342,176,0
1180,2026-03-20,2026-03,2026-03-16,Day,Receive,34,321.55,70783,27519,27228,254,0
1181,2026-03-20,2026-03,2026-03-16,Night,Receive,41,376.02,67688,29088,28669,194,0
1182,2026-03-20,2026-03,2026-03-16,Weekend,Receive,30,263.04,43166,11738,11612,159,0
1183,2026-03-20,2026-03,2026-03-16,Day,Sort,28,241.97,67290,19453,19216,180,0
1184,2026-03-20,2026-03,2026-03-16,Night,Sort,27,263.28,67163,19914,19720,123,0
1185,2026-03-20,2026-03,2026-03-16,Weekend,Sort,39,396.98,106457,32123,31779,297,0
1186,2026-03-21,2026-03,2026-03-16,Day,Pick,23,211.51,62594,17427,17201,129,0
1187,2026-03-21,2026-03,2026-03-16,Night,Pick,22,221.96,62710,25308,25077,191,0
1188,2026-03-21,2026-03,2026-03-16,Weekend,Pick,34,290.38,86816,32174,31925,186,0
1189,2026-03-21,2026-03,2026-03-16,Day,Pack,25,223.64,59154,15781,15641,134,0
1190,2026-03-21,2026-03,2026-03-16,Night,Pack,29,264.39,60492,20815,20681,128,0
1191,2026-03-21,2026-03,2026-03-16,Weekend,Pack,33,278.38,62881,17631,17553,147,0
1192,2026-03-21,2026-03,2026-03-16,Day,Stow,22,206.69,45599,16235,15991,129,0
1193,2026-03-21,2026-03,2026-03-16,Night,Stow,33,281.47,57485,19481,19164,151,1
1194,2026-03-21,2026-03,2026-03-16,Weekend,Stow,34,330.3,66907,23498,23165,205,0
1195,2026-03-21,2026-03,2026-03-16,Day,Receive,30,278.44,57770,18391,18166,117,0
1196,2026-03-21,2026-03,2026-03-16,Night,Receive,30,302.33,53590,15666,15543,180,0
1197,2026-03-21,2026-03,2026-03-16,Weekend,Receive,29,270.2,48266,14619,14474,152,0
1198,2026-03-21,2026-03,2026-03-16,Day,Sort,41,362.61,103847,28263,27991,265,0
1199,2026-03-21,2026-03,2026-03-16,Night,Sort,39,372.9,95711,32680,32450,182,0
1200,2026-03-21,2026-03,2026-03-16,Weekend,Sort,39,386.67,89722,26131,25939,256,0
1201,2026-03-22,2026-03,2026-03-16,Day,Pick,36,365.52,109759,30022,29827,222,0
1202,2026-03-22,2026-03,2026-03-16,Night,Pick,40,357.76,117508,36117,35740,264,0
1203,2026-03-22,2026-03,2026-03-16,Weekend,Pick,41,408.56,109138,35023,34774,335,0
1204,2026-03-22,2026-03,2026-03-16,Day,Pack,24,241.78,61925,22995,22935,137,1
1205,2026-03-22,2026-03,2026-03-16,Night,Pack,20,195.85,46957,16379,16245,83,0
1206,2026-03-22,2026-03,2026-03-16,Weekend,Pack,23,222.35,48530,19481,19424,87,0
1207,2026-03-22,2026-03,2026-03-16,Day,Stow,23,201.52,49338,14118,13893,211,0
1208,2026-03-22,2026-03,2026-03-16,Night,Stow,32,304.91,68121,18978,18671,194,0
1209,2026-03-22,2026-03,2026-03-16,Weekend,Stow,26,221.41,42003,16308,16086,161,1
1210,2026-03-22,2026-03,2026-03-16,Day,Receive,26,253.58,46760,14930,14817,100,0
1211,2026-03-22,2026-03,2026-03-16,Night,Receive,18,163.37,30943,8275,8164,88,0
1212,2026-03-22,2026-03,2026-03-16,Weekend,Receive,37,339.4,59338,16373,16250,205,0
1213,2026-03-22,2026-03,2026-03-16,Day,Sort,39,355.57,104280,27730,27577,281,1
1214,2026-03-22,2026-03,2026-03-16,Night,Sort,40,364.93,103778,28200,27853,178,0
1215,2026-03-22,2026-03,2026-03-16,Weekend,Sort,40,390.1,94736,32410,32183,264,0
1216,2026-03-23,2026-03,2026-03-23,Day,Pick,39,340.79,120381,32256,32030,214,0
1217,2026-03-23,2026-03,2026-03-23,Night,Pick,19,192.76,60876,18533,18317,154,0
1218,2026-03-23,2026-03,2026-03-23,Weekend,Pick,20,180.54,55975,15102,14956,158,0
1219,2026-03-23,2026-03,2026-03-23,Day,Pack,21,204.16,51291,20417,20226,96,0
1220,2026-03-23,2026-03,2026-03-23,Night,Pack,40,372.33,84539,24328,24131,173,0
1221,2026-03-23,2026-03,2026-03-23,Weekend,Pack,32,278.48,63654,26688,26549,98,0
1222,2026-03-23,2026-03,2026-03-23,Day,Stow,42,424.18,102958,43465,43050,237,0
1223,2026-03-23,2026-03,2026-03-23,Night,Stow,28,280.69,64278,25181,24792,208,0
1224,2026-03-23,2026-03,2026-03-23,Weekend,Stow,21,201.56,44952,13988,13798,175,0
1225,2026-03-23,2026-03,2026-03-23,Day,Receive,25,251.93,53420,16899,16724,141,0
1226,2026-03-23,2026-03,2026-03-23,Night,Receive,41,397.91,77175,22330,22156,213,0
1227,2026-03-23,2026-03,2026-03-23,Weekend,Receive,26,223.81,37088,15832,15680,136,0
1228,2026-03-23,2026-03,2026-03-23,Day,Sort,21,198.05,53129,19667,19481,138,0
1229,2026-03-23,2026-03,2026-03-23,Night,Sort,36,337.11,96056,25494,25241,198,0
1230,2026-03-23,2026-03,2026-03-23,Weekend,Sort,22,205.38,53197,20817,20623,123,0
1231,2026-03-24,2026-03,2026-03-23,Day,Pick,22,217.12,67944,26642,26427,135,0
1232,2026-03-24,2026-03,2026-03-23,Night,Pick,41,393.5,125677,37800,37471,283,0
1233,2026-03-24,2026-03,2026-03-23,Weekend,Pick,21,186.74,57014,18283,18128,120,0
1234,2026-03-24,2026-03,2026-03-23,Day,Pack,30,255.18,70297,28759,28622,158,0
1235,2026-03-24,2026-03,2026-03-23,Night,Pack,25,241.52,54041,15075,14938,99,0
1236,2026-03-24,2026-03,2026-03-23,Weekend,Pack,39,391.65,84851,37973,37693,149,0
1237,2026-03-24,2026-03,2026-03-23,Day,Stow,29,283.15,65039,21362,21037,240,0
1238,2026-03-24,2026-03,2026-03-23,Night,Stow,35,318.81,65038,19108,18862,255,0
1239,2026-03-24,2026-03,2026-03-23,Weekend,Stow,40,357.89,76241,24409,24068,247,0
1240,2026-03-24,2026-03,2026-03-23,Day,Receive,24,211.02,44608,13211,13007,146,0
1241,2026-03-24,2026-03,2026-03-23,Night,Receive,39,382.74,76893,27437,27227,246,0
1242,2026-03-24,2026-03,2026-03-23,Weekend,Receive,19,162.88,31644,12722,12530,118,0
1243,2026-03-24,2026-03,2026-03-23,Day,Sort,36,330.51,89023,26526,26246,152,0
1244,2026-03-24,2026-03,2026-03-23,Night,Sort,27,260.24,75502,23271,23050,191,0
1245,2026-03-24,2026-03,2026-03-23,Weekend,Sort,39,333.89,84374,24044,23817,206,0
1246,2026-03-25,2026-03,2026-03-23,Day,Pick,18,155.09,46590,15620,15493,120,0
1247,2026-03-25,2026-03,2026-03-23,Night,Pick,36,366.38,110585,33410,32984,300,0
1248,2026-03-25,2026-03,2026-03-23,Weekend,Pick,38,367.27,101698,42367,41905,296,0
1249,2026-03-25,2026-03,2026-03-23,Day,Pack,35,305.65,84239,37748,37520,159,0
1250,2026-03-25,2026-03,2026-03-23,Night,Pack,33,281.0,72532,23685,23591,147,0
1251,2026-03-25,2026-03,2026-03-23,Weekend,Pack,24,243.32,60179,24177,24039,88,0
1252,2026-03-25,2026-03,2026-03-23,Day,Stow,28,241.4,52779,20862,20524,180,0
1253,2026-03-25,2026-03,2026-03-23,Night,Stow,19,162.49,33110,12365,12244,86,0
